Bankrupt?,ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Realized Sales Gross Margin,Operating Profit Rate,Pre-tax net Interest Rate,After-tax net Interest Rate,Non-industry income and expenditure/revenue,Continuous interest rate (after tax),Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Revenue Per Share (Yuan ¥),Operating Profit Per Share (Yuan ¥),Per Share Net profit before tax (Yuan ¥),Realized Sales Gross Profit Growth Rate,Operating Profit Growth Rate,After-tax Net Profit Growth Rate,Regular Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt/Total net worth,Debt ratio %,Net worth/Assets,Long-term fund suitability ratio (A),Borrowing dependency,Contingent liabilities/Net worth,Operating profit/Paid-in capital,Net profit before tax/Paid-in capital,Inventory and accounts receivable/Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Revenue per person,Operating profit per person,Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Quick Assets/Current Liability,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Working Capital,Inventory/Current Liability,Current Liabilities/Liability,Working Capital/Equity,Current Liabilities/Equity,Long-term Liability to Current Assets,Retained Earnings to Total Assets,Total income/Total expense,Total expense/Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Cash Flow to Sales,Fixed Assets to Assets,Current Liability to Liability,Current Liability to Equity,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,No-credit Interval,Gross Profit to Sales,Net Income to Stockholder's Equity,Liability to Equity,Degree of Financial Leverage (DFL),Interest Coverage Ratio (Interest expense to EBIT),Net Income Flag,Equity to Liability
1,0.40116024,0.45638901,0.449006906,0.59456752,0.595187305,0.998942627,0.797066435,0.809017286,0.303015508,0.78128029,5170000000.0,391000000.0,0.456953776,0.000481048,0.0,0.154860731,0.154860731,0.154860731,0.179256878,0.304024899,0.027814329,0.092826317,0.138510206,0.022075476,0.847608456,0.688708035,0.688708035,0.217536422,6040000000.0,0.000352206,0.263127181,0.344854886,0.007130711,0.002374961,0.629978699,0.024258839,0.215648336,0.784351664,0.011874126,0.393734497,0.011222214,0.092929145,0.138481261,0.419673563,0.104947526,0.001107808,0.005706674,4600000000.0,0.000913093,0.041612903,0.059474465,0.388378825,0.00235,0.780154743,0.336470006,0.667783714,0.007699946,0.003464039,0.000235454,0.173435961,0.330371297,0.278570921,0.009820646,0.768851452,0.736376854,0.342850749,0.007269717,0.914539521,0.001994726,0.0369192,0.000248195,0.000124852,0.593943568,779000000.0,0.67156514,0.017031451,0.768851452,0.342850749,0.127560682,0.633782742,0.458183602,0.493494943,0.311461323,0.040566086,0,0.745100943,0.002818043,0.622553154,0.594562876,0.83146459,0.292372455,0.02662309,0.564205462,1,0.015703499
1,0.196802028,0.211022678,0.22142513,0.598055608,0.598055608,0.998933499,0.796144258,0.80814874,0.301423437,0.780388498,0.000106848,1880000000.0,0.472751063,0.000234023,0.0,0.069655725,0.069655725,0.069655725,0.079512149,0.340348023,0.02575737,0.091930625,0.054304436,0.021973878,0.847907578,0.687914932,0.687914932,0.217439263,2590000000.0,0.0,0.259533301,0.432426139,0.004788129,0.00236186,0.630535883,0.021101779,0.525410406,0.474589594,0.004476848,0.357055625,0.0,0.092009054,0.05712993,0.3915501,0.100449775,0.000683757,0.009254666,0.000222409,0.000173994,0.158870968,0.068422367,0.385755636,0.032154376,0.723172153,0.403605928,0.434590988,0.024764462,0.004374054,0.000792444,0.165715001,0.35110574,0.27673381,0.001425819,0.29523926,0.733394575,0.320395323,0.038191325,0.777636588,0.001996108,0.202040143,0.000111612,0.000108585,0.593894846,1840000000.0,0.671571738,0.275408235,0.29523926,0.320395323,0.090262866,0.641956613,0.459226216,0.738860179,0.314685491,0.059373727,1,0.519387511,0.017587653,0.623464755,0.59805138,0.856906171,0.259279798,0.026769363,0.565052292,1,0.00394628
0,0.477063326,0.509703445,0.516890626,0.594481039,0.594654002,0.99895788,0.797326515,0.809074963,0.303437756,0.781490676,2790000000.0,0.0,0.461550204,0.000151015,0.0,0.15654629,0.15654629,0.15654629,0.203271249,0.317783122,0.034000333,0.094780555,0.166151992,0.021966356,0.848133151,0.688961862,0.689494185,0.217603456,3000000000.0,0.000293014,0.26406664,0.377808204,0.008138508,0.008017597,0.630330406,0.015493484,0.186504217,0.813495783,0.254191414,0.374083783,0.005365848,0.094753041,0.162393485,0.418798724,0.122938531,0.000359125,0.017591379,0.000286418,0.000271583,0.036451613,0.03683739,0.391601275,23200000.0,0.811924965,0.865250075,0.853293282,0.020187778,0.008037865,0.000549833,0.194780636,0.34114598,0.277029244,0.000616871,0.999796819,0.738736252,0.339997995,0.0,0.910259833,0.001520418,0.015347115,0.000199174,0.000208297,0.593952908,1300000000.0,0.671566052,0.000424338,0.999796819,0.339997995,0.110933234,0.630426674,0.457555784,0.56756638,0.311432145,0.035688,0,0.732172397,0.002994811,0.623263913,0.594482065,0.832097339,0.286015202,0.026685285,0.564597372,1,0.018772695
0,0.476868327,0.549389446,0.53787676,0.606220903,0.606220903,0.998945747,0.797369954,0.809321427,0.303539028,0.781565904,0.000225722,0.000136847,0.456561234,0.000965097,0.0,0.186844212,0.186844212,0.186844212,0.214900255,0.299179458,0.064022869,0.090790652,0.16750772,0.022217894,0.847577293,0.695007766,0.695007766,0.217670885,0.00014175,0.000688516,0.264568618,0.353712604,0.007573143,0.002643836,0.632862221,0.013520094,0.176860054,0.823139946,0.005320866,0.377377355,0.005365848,0.090755126,0.166639017,0.410311579,0.230884558,0.001903158,0.003323414,7240000000.0,0.000542409,0.070967742,0.015410602,0.391171615,0.005509352,0.784232051,0.220737837,0.586501144,0.072766035,0.002734961,0.002680156,0.14390677,0.329370397,0.278498477,0.012842485,0.77503615,0.735362483,0.335577219,0.006907089,0.933199423,0.002243629,0.052371052,0.000127307,4520000000.0,0.593934829,4530000000.0,0.671575001,0.250521299,0.77503615,0.335577219,0.120375748,0.648546681,0.460087755,0.500311936,0.315862166,0.038273285,0,0.800143763,0.002031934,0.623559714,0.606222452,0.84052148,0.284584127,0.02464151,0.575069504,1,0.020006976
0,0.479013309,0.530854775,0.53257669,0.596325978,0.596325978,0.998958457,0.797336476,0.80926414,0.30345395,0.781515378,5410000000.0,0.0,0.463029785,0.000575058,0.0,0.147191437,0.147191437,0.147191437,0.211307554,0.320011318,0.014428967,0.095024835,0.167658357,0.022417391,0.848152903,0.689639637,0.689639637,0.217620499,6140000000.0,0.000428916,0.264344049,0.379074923,0.002471131,0.001527785,0.897787359,0.022284537,0.210508813,0.789491187,0.004856296,0.385128712,0.005365848,0.095038025,0.166676721,0.39967284,0.077961019,0.001822,0.003470286,0.000153623,5300000000.0,0.037580645,0.014608639,0.391827412,0.03453373,0.68929055,0.110892526,0.17179904,0.01396277,0.001593011,0.000601324,0.123007423,0.343419751,0.276827773,0.002625045,0.55451046,0.723256587,0.337313324,0.014773387,0.906082763,0.002136405,0.010178612,7860000000.0,5240000000.0,0.593834076,1900000000.0,0.671569585,0.758667815,0.55451046,0.337313324,0.119360611,0.64034779,0.458959182,0.583310187,0.313741618,0.109193662,0,0.790366215,0.007621998,0.625357066,0.596325735,0.839154831,0.290940292,0.025297815,0.582393857,1,0.016185484
0,0.328620875,0.286088094,0.343487339,0.543183096,0.543183096,0.997320113,0.795250855,0.807302978,0.303237146,0.779429197,0.000841024,0.000861151,0.44623269,0.000351035,0.0,0.140449201,0.140449201,0.140449201,0.176231446,0.303777322,0.004008046,0.064489862,0.12819161,0.021614533,0.847948716,0.689226365,0.689226365,0.217574135,4850000000.0,0.000352556,0.263030049,0.339462017,0.004994056,0.002772971,0.630517733,0.011019615,0.161925205,0.838074795,0.004989889,0.378423022,0.005365848,0.064487762,0.138134379,0.400759355,0.044977511,0.000860276,0.007356426,0.000121331,3780000000.0,0.018064516,0.001856557,0.38176432,0.005816718,0.733866846,0.245006494,0.333570353,0.036642118,0.003595563,0.001581893,0.12270653,0.307713928,0.276157163,0.003967499,0.719434373,0.73040244,0.33331277,0.014154478,0.846522807,0.001735746,0.056719605,0.000269927,0.000202114,0.593879661,7960000000.0,0.671473873,0.628234214,0.719434373,0.33331277,0.120818454,0.58427989,0.450020755,0.39236072,0.302521886,0.057048979,0,0.631837913,0.000809054,0.623314688,0.54317835,0.823295574,0.282770736,0.026762619,0.565018547,1,0.022198287
0,0.466484668,0.541157872,0.51913914,0.559074071,0.559074071,0.997678541,0.798046992,0.809934526,0.307372614,0.781675519,0.000737414,0.0,0.460652726,0.00059706,0.0,0.174792466,0.174792466,0.174792466,0.214900255,0.317005022,0.000952856,0.089487827,0.17217745,0.02212554,0.84806285,0.689790687,0.689790687,0.217629432,6390000000.0,0.000446259,0.264413207,0.375274766,0.014116025,0.003263933,0.633867687,0.004730118,0.100764882,0.899235118,0.005471672,0.374561323,0.005365848,0.089517482,0.171216349,0.400333323,0.004497751,0.003599363,0.001756491,32500000.0,908000000.0,0.009677419,0.013797864,0.33298659,0.200942734,0.820193403,0.120003371,0.441814227,0.062270096,0.003754707,0.005552359,0.059164434,0.339427424,0.277618,0.027095494,0.547011761,0.736286768,0.328550046,0.010946299,0.927013942,0.002393454,0.005606472,0.003579666,0.001013244,0.59531571,0.00129374,0.671854672,0.305790344,0.547011761,0.328550046,0.117882193,0.660512333,0.463661832,0.56051637,0.317056981,0.02076828,0,0.801315195,0.006716848,0.623013346,0.559075411,0.84041806,0.278209687,0.026995453,0.565974711,1,0.037667158
1,0.247501584,0.292084605,0.275014722,0.536812292,0.536812292,0.997903511,0.796112163,0.808112154,0.303521384,0.780226111,0.000154953,0.0,0.460320576,0.000366037,0.0,0.136445999,0.136445999,0.136445999,0.121206391,0.314635354,0.015638943,0.01815813,0.098516231,0.021190852,0.847085243,0.685682746,0.685682746,0.217117995,3110000000.0,0.000247423,0.261052443,0.345478931,0.00646363,0.002675652,0.630526979,0.045297696,0.247362215,0.752637785,0.005888022,0.396166931,0.007193258,0.026755907,0.105459618,0.438045183,0.073463268,0.000318546,0.01984826,5520000000.0,0.000801888,0.030645161,0.024050057,0.307240904,0.00249667,0.769496644,0.689309119,0.885368493,0.007355356,0.00489602,0.000154809,0.252194988,0.337514661,0.278596293,0.004402658,0.980719053,0.736571653,0.365629962,0.0,0.867907888,0.000971188,0.026066356,0.000365209,0.000288079,0.593934852,813000000.0,0.671559525,0.040966328,0.980719053,0.365629962,0.110933234,0.627984425,0.457716662,0.539795222,0.306308115,0.044597122,0,0.603821761,0.006095867,0.623419072,0.536813228,0.787292524,0.307630203,0.026765339,0.565032207,1,0.013169627
0,0.479403305,0.533634976,0.531827186,0.603914729,0.603770593,0.999038647,0.797347543,0.809266354,0.303305547,0.781520852,9330000000.0,34000000.0,0.467231994,0.00050405,0.0,0.170620707,0.170620707,0.170620707,0.211969367,0.322487091,0.012462755,0.099747578,0.168486857,0.022054759,0.847987008,0.688835021,0.688835021,0.217567558,6200000000.0,0.000434381,0.263834301,0.380937744,0.003690472,0.001811633,0.645311023,0.009646267,0.152039181,0.847960819,0.004979349,0.380204571,0.010047407,0.099711759,0.167483599,0.396651764,0.055472264,0.00164751,0.003839175,8560000000.0,3400000000.0,0.020967742,0.03158204,0.40014925,0.120127588,0.732619566,0.049179648,0.108769244,0.000897004,0.001703149,8590000000.0,0.055078565,0.346736865,0.276500508,0.005486959,0.336404832,0.730398902,0.329168406,0.082561686,0.930202813,0.002187271,0.014714898,7210000000.0,3300000000.0,0.593880787,175000000.0,0.67156585,0.849306972,0.336404832,0.329168406,0.129210022,0.638660158,0.458558327,0.594513922,0.313748943,0.075770174,0,0.792266255,0.042654838,0.625531701,0.603916107,0.839690237,0.281774603,0.024036058,0.573332559,1,0.023878795
0,0.375810462,0.453227213,0.453236255,0.596441286,0.596441286,0.998902648,0.797304796,0.809255287,0.303515341,0.781508922,0.00011182,5640000000.0,0.454986035,0.001215122,0.0,0.139437866,0.139437866,0.139437866,0.192682235,0.304944472,0.087965274,0.071492549,0.146117346,0.029272967,0.848053086,0.689497561,0.689497561,0.217604697,0.000100259,0.000343472,0.26494549,0.334320629,0.009008396,0.00255525,0.629799934,0.034941045,0.235541313,0.764458687,0.005481739,0.382657135,0.005365848,0.071457651,0.14510972,0.430061775,0.635682159,0.008955799,0.000706183,0.000180373,0.003735586,0.217258065,0.030283624,0.386094842,0.0010846,0.828582482,0.423231862,0.857577565,0.099694142,0.004277874,0.00298021,0.177421752,0.326721706,0.277768955,0.012565368,0.720284976,0.747402477,0.348674354,0.0,0.8879936,0.002125322,0.073922118,522000000.0,2390000000.0,0.593929748,2010000000.0,0.6715659,0.077388076,0.720284976,0.348674354,0.110933234,0.601940966,0.454791164,0.45954974,0.296216983,0.03232577,0,0.75067227,0.000364348,0.623663503,0.596439615,0.829970625,0.30011899,0.026636474,0.564294367,1,0.014037154
